"place_id","name","latitude","longitude","people","fieldtrips__fieldtrip_id____001","fieldtrips__fieldtrip_id____002","fieldtrips__fieldtrip_id____003","fieldtrips__fieldtrip_id____004","fieldtrips__fieldtrip_id____005","fieldtrips__fieldtrip_id____006","fieldtrips__fieldtrip_id____007","people__person__person_id","people__person__relationship","people__person__full_name","people__person__last_name","people__person__first_name","people__person__gender","people__person__core_informant","people__person__image","people__person__url","people__person__residence_place","people__person__residence_place__place_id","people__person__residence_place__name","fieldtrips","fieldtrips__fieldtrip_id"
"183","Galten","56.3497","10.0471","null","","","","","","","","","","","","","","","","","","","","","7"
"780","Galtrup","56.8459","8.72426","","","","","","","","","388","told stories here","Forstander Georg Himmelstrup","Himmelstrup","Georg","N/A","null","","data/informants/388.dfl","","780","Galtrup","null",""
"184","Gammel Vrå","57.1957","9.92684","null","","","","","","","","","","","","","","","","","","","","null",""
"781","Gammelby","55.5172","9.09125","","","","","","","","","542","told stories here","Branddirektør N. J. Termansen","Termansen","N. J.","N/A","null","","data/informants/542.dfl","","781","Gammelby","null",""
"185","Gammelhøj","55.1413","10.5411","null","","","","","","","","","","","","","","","","","","","","null",""
"186","Gandrup","56.7414","9.82243","null","","","","","","","","","","","","","","","","","","","","null",""
"954","Gangsted","55.9293","10.0013","","","","","","","","","565","told stories here","H Brøchner","Brøchner","H","m","null","","data/informants/565.dfl","","954","Gangsted","null",""
"942","Gassum","56.5769","9.9986","null","","","","","","","","","","","","","","","","","","","","null",""
"187","Gildebjærg","55.8565","12.4795","null","","","","","","","","","","","","","","","","","","","","null",""
"188","Ginderup","56.3784","10.1044","null","","","","","","","","","","","","","","","","","","","","null",""
"1007","Gisselfeld","55.298","11.9429","null","","","","","","","","","","","","","","","","","","","","null",""
"189","Gjedsted","56.6974","9.34014","","6","15","","","","","","370","told stories here","Inger Halkjær","Halkjær","Inger","N/A","null","","data/informants/370.dfl","","189","Gjedsted","",""
"190","Gjedved","55.946","9.8582","","","","","","","","","346","told stories here","Chr. Adolf Christensen","Christensen","Chr. Adolf","N/A","null","","data/informants/346.dfl","","190","Gjedved","","2"
"","","","","","","","","","","","","104","told stories here","Jens Jensen","Jensen","Jens","m","null","","data/informants/104.dfl","","190","Gjedved","",""
"","","","","","","","","","","","","436","told stories here","Sigurd J. Kristensen","Kristensen","Sigurd J.","N/A","null","","data/informants/436.dfl","","190","Gjedved","",""
"967","Gjellerup","55.6242","8.52342","null","","","","","","","","","","","","","","","","","","","","null",""
"941","Gjerlev","56.5892","10.1309","null","","","","","","","","","","","","","","","","","","","","null",""
"192","Gjern","56.2309","9.74116","null","","","","","","","","","","","","","","","","","","","","null",""
"782","Gjesing","55.992","10.0247","","","","","","","","","393","told stories here","Peder Holskov","Holskov","Peder","N/A","null","","data/informants/393.dfl","","782","Gjesing","null",""
"193","Gjødvad","56.1872","9.60449","null","","","","","","","","","","","","","","","","","","","","null",""
"194","Gjøl","57.0703","9.71529","null","","","","","","","","","","","","","","","","","","","","null",""
"195","Gjørringhøj","56.5124","9.5516","null","","","","","","","","","","","","","","","","","","","","null",""
"783","Glenstrup","56.5842","9.85317","","","","","","","","","111","told stories here","Niels ((Jens Jensen?)) Jensen","Jensen","Niels","m","null","","data/informants/111.dfl","","783","Glenstrup","null",""
"196","Glentholm","56.0934","9.75345","null","","","","","","","","","","","","","","","","","","","","null",""
"197","Godthaab","57.3531","10.2418","null","","","","","","","","","","","","","","","","","","","","","11"
"198","Gravballegård","56.2269","9.63321","null","","","","","","","","","","","","","","","","","","","","null",""
"199","Gravensten","57.4451","10.2107","null","","","","","","","","","","","","","","","","","","","","","8"
"200","Gravlev","56.8464","9.81335","null","","","","","","","","","","","","","","","","","","","","","5"
"201","Gravold","56.1308","9.90973","null","","","","","","","","","","","","","","","","","","","","null",""
"202","Grejs","55.7628","9.54602","null","","","","","","","","","","","","","","","","","","","","","2"
"203","Grenaa","56.4059","10.8912","null","","","","","","","","","","","","","","","","","","","","","3"
"784","Greve","55.5975","12.2408","","","","","","","","","444","told stories here","Lærer Th. Kruse","Kruse","Th.","N/A","null","","data/informants/444.dfl","","784","Greve","null",""
"947","Grinderslevkloster","56.6961","9.0696","null","","","","","","","","","","","","","","","","","","","","null",""
"204","Grindslev","56.6989","9.06921","null","","","","","","","","","","","","","","","","","","","","null",""
"205","Grindsted","57.1472","10.0459","","11","14","","","","","","191","told stories here","Else Marie Mikaelsdatter","Mikaelsdatter","Else Marie","f","null","","data/informants/191.dfl","","205","Grindsted","",""
"209","Grumstrup","55.9649","9.98462","null","","","","","","","","","","","","","","","","","","","","null",""
"210","Grundfør","56.2667","10.0993","null","","","","","","","","","","","","","","","","","","","","","9"
"211","Grurup","56.7877","8.41823","null","","","","","","","","","","","","","","","","","","","","null",""
"786","Grynderup","56.7097","9.67191","","","","","","","","","401","told stories here","Gårdejer Mikkel Jensen","Jensen","Mikkel","N/A","null","","data/informants/401.dfl","","786","Grynderup","null",""
"","","","","","","","","","","","","517","told stories here","Lærer N. Kr. Pedersen","Pedersen","N. Kr.","N/A","null","","data/informants/517.dfl","","786","Grynderup","",""
"924","Gråkjær","56.7584","8.57489","","","","","","","","","467","told stories here","Lærer P. K. Madsen","Madsen","P. K.","N/A","null","","data/informants/467.dfl","","878","Staby","null",""
"207","Grønbæk","56.2757","9.61968","null","","","","","","","","","","","","","","","","","","","","null",""
"208","Grønfeld","56.2539","10.5528","","","","","","","","","283","told stories here","Kirsten Marie Sørensdatter","Sørensdatter","Kirsten Marie","f","null","","data/informants/283.dfl","","208","Grønfeld","","7"
"785","Grønnebæk","55.3644","9.1719","","","","","","","","","434","told stories here","Dortea Kristensdatter","Kristensdatter","Dortea","N/A","null","","data/informants/434.dfl","","785","Grønnebæk","null",""
"212","Gudhjem","55.2105","14.9717","null","","","","","","","","","","","","","","","","","","","","null",""
"213","Gudsø mose","56.784","9.77507","null","","","","","","","","","","","","","","","","","","","","null",""
"214","Gudum","56.5203","8.46656","","","","","","","","","399","told stories here","Ungkarl Karl Kristian Jensen","Jensen","Karl Kristian","N/A","null","","data/informants/399.dfl","","214","Gudum","null",""
"","","","","","","","","","","","","539","told stories here","Lærer J. Søe","Søe","J.","N/A","null","","data/informants/539.dfl","","214","Gudum","",""
"216","Gunderupgård","56.829","9.22762","null","","","","","","","","","","","","","","","","","","","","null",""
"787","Gylling","55.89","10.1699","","","","","","","","","481","told stories here","Pastor Otto Møller","Møller","Otto","N/A","null","","data/informants/481.dfl","","787","Gylling","null",""
"928","Gøttrup","57.0551","9.21304","","","","","","","","","567","told stories here","Kristian Kristensen Norge","Kristensen Norge","Kristian","m","null","","data/informants/567.dfl","","928","Gøttrup","null",""
"219","Hadbjærg","56.3345","10.106","null","","","","","","","","","","","","","","","","","","","","null",""
"220","Hadsten","56.3241","10.0541","null","5","11","12","13","14","15","16","","","","","","","","","","","","","",""
"221","Hadsten Station","56.3267","10.0495","null","9","7","10","3","4","","","","","","","","","","","","","","","",""
"222","Hadsund","56.7191","10.1163","null","","","","","","","","","","","","","","","","","","","","","1"
"226","Hald","56.6018","9.19759","","","","","","","","","501","told stories here","Seminarist Peder Nielsen","Nielsen","Peder","N/A","null","","data/informants/501.dfl","","226","Hald","null",""
"227","Halds bakke","56.8805","8.6557","null","","","","","","","","","","","","","","","","","","","","null",""
"228","Hallendrup","56.373","10.1097","null","","","","","","","","","","","","","","","","","","","","null",""
"230","Halling","56.3346","10.1887","null","","","","","","","","","","","","","","","","","","","","","7"
"231","Halling skov","56.3317","10.1753","null","","","","","","","","","","","","","","","","","","","","null",""
"232","Hallund","57.2423","10.102","null","","","","","","","","","","","","","","","","","","","","null",""
"234","Hals","56.9952","10.3066","","","","","","","","","559","told stories here","Kristen Pedersen","Pedersen","Kristen","N/A","null","","data/informants/559.dfl","","234","Hals","","11"
"788","Halskov","54.8021","12.0779","","","","","","","","","374","told stories here","Hans Peder Hansen","Hansen","Hans Peder","N/A","null","","data/informants/374.dfl","","788","Halskov","null",""
"235","Hammel","56.259","9.85691","null","","","","","","","","","","","","","","","","","","","","null",""
"236","Hammer","57.1521","10.0186","null","","","","","","","","","","","","","","","","","","","","null",""
"237","Hammer bakker","57.1334","10.023","null","","","","","","","","","","","","","","","","","","","","null",""
"789","Hammerum","56.1371","9.06182","","","","","","","","","512","told stories here","Stationsforstander Herman Pedersen","Pedersen","Herman","N/A","null","","data/informants/512.dfl","","789","Hammerum","null",""
"238","Handest","56.5697","9.82184","null","","","","","","","","","","","","","","","","","","","","null",""
"982","Harboøre","56.6207","8.1737","null","","","","","","","","","","","","","","","","","","","","null",""
"240","Harre","56.7167","8.92403","null","","","","","","","","","","","","","","","","","","","","null",""
"241","Harridslev","56.5011","10.1304","null","","","","","","","","","","","","","","","","","","","","null",""
"994","Harris","55.0571","8.77323","null","","","","","","","","","","","","","","","","","","","","null",""
"242","Harte","55.5088","9.41754","null","","","","","","","","","","","","","","","","","","","","","9"
"244","Hasle","56.1711","10.1625","null","","","","","","","","","","","","","","","","","","","","","10"
"245","Haslum","56.4208","10.0267","null","","","","","","","","","","","","","","","","","","","","null",""
"790","Haslund","56.419","10.0253","","","","","","","","","511","told stories here","Hans Kristian Pedersen","Pedersen","Hans Kristian","N/A","null","","data/informants/511.dfl","","790","Haslund","null",""
"1065","Hasseris","57.0391","9.88591","null","","","","","","","","","","","","","","","","","","","","null",""
"246","Hassing","56.8271","8.44792","","","","","","","","","360","told stories here","Lars Peter Eriksen","Eriksen","Lars Peter","N/A","null","","data/informants/360.dfl","","246","Hassing","null",""
"247","Hatholt","57.3424","10.1778","null","","","","","","","","","","","","","","","","","","","","","11"
"248","Havbjærg","56.7073","9.11639","","","","","","","","","343","told stories here","Iver Bundgård","Bundgård","Iver","N/A","null","","data/informants/343.dfl","","248","Havbjærg","","15"
"249","Haverslev","56.7846","9.67464","null","","","","","","","","","","","","","","","","","","","","","5"
"791","Havlykke","54.8328","11.4289","","","","","","","","","453","told stories here","Lærer L. P. Lavrsen","Lavrsen","L. P.","N/A","null","","data/informants/453.dfl","","791","Havlykke","null",""
"1059","Havreballe skov","56.0113","9.8456","null","","","","","","","","","","","","","","","","","","","","null",""
"1008","Havrum","56.3045","9.86449","null","","","","","","","","","","","","","","","","","","","","null",""
"251","Hede mølle","55.9846","9.99664","null","","","","","","","","","","","","","","","","","","","","null",""
"1050","Hejnsvig","55.695","8.9968","null","","","","","","","","","","","","","","","","","","","","null",""
"252","Hellum","57.27","10.1649","null","","","","","","","","","","","","","","","","","","","","","11"
"253","Hemstok","56.0896","9.87427","null","","","","","","","","","","","","","","","","","","","","null",""
"254","Henningshøj","56.6203","10.029","null","","","","","","","","","","","","","","","","","","","","null",""
"792","Herskind","56.1855","9.96324","","","","","","","","","541","told stories here","Journalist Mikkel Sørensen","Sørensen","Mikkel","N/A","null","","data/informants/541.dfl","","792","Herskind","null",""
"961","Hesselager","55.1717","10.7372","null","","","","","","","","","","","","","","","","","","","","null",""
"793","Hesselbakke","57.4645","10.2516","","","","","","","","","452","told stories here","Dorte Lavrsdatter","Lavrsdatter","Dorte","N/A","null","","data/informants/452.dfl","","793","Hesselbakke","null",""
"256","Hesselballe","56.264","10.2674","null","","","","","","","","","","","","","","","","","","","","","7"
"257","Hesthave","57.5447","10.1284","null","","","","","","","","","","","","","","","","","","","","null",""
"258","Hesthøj","56.5064","9.91885","null","","","","","","","","","","","","","","","","","","","","null",""
"794","Hillerslev","55.2066","10.3496","","","","","","","","","333","told stories here","Lærer P. Bliksted","Bliksted","P.","N/A","null","","data/informants/333.dfl","","794","Hillerslev","null",""
"259","Himmerland","57.0477","9.90272","null","","","","","","","","","","","","","","","","","","","","null",""
"260","Hindsholm","55.5357","10.668","null","","","","","","","","","","","","","","","","","","","","null",""
"261","Hinge","56.3713","10.0567","null","","","","","","","","","","","","","","","","","","","","","7"
"262","Hinnerup","56.262","10.0673","null","","","","","","","","","","","","","","","","","","","","","9"
"795","Hjallese","55.3596","10.3853","","","","","","","","","372","told stories here","Lærer H. Hansen","Hansen","H.","N/A","null","","data/informants/372.dfl","","795","Hjallese","null",""
"977","Hjarnø","55.8262","10.079","null","","","","","","","","","","","","","","","","","","","","null",""
"263","Hjelmslev","56.0826","9.8773","null","","","","","","","","","","","","","","","","","","","","null",""
"264","Hjerk","56.6939","8.9485","null","","","","","","","","","","","","","","","","","","","","null",""
"267","Hjortshøj","56.2595","10.2644","null","","","","","","","","","","","","","","","","","","","","","7"
"265","Hjørre","56.261","10.3319","null","","","","","","","","","","","","","","","","","","","","null",""
"266","Hjørring","57.4591","9.99749","null","11","8","","","","","","","","","","","","","","","","","","",""
"268","Hobro","56.6323","9.78429","null","","","","","","","","","","","","","","","","","","","","","5"
"796","Holev","55.4094","10.5088","","","","","","","","","503","told stories here","Lærerinde Maren Noesgård","Noesgård","Maren","N/A","null","","data/informants/503.dfl","","796","Holev","null",""
"272","Holmen","56.4844","10.2433","null","","","","","","","","","","","","","","","","","","","","null",""
"931","Holmsland","56.1271","8.19015","null","","","","","","","","","","","","","","","","","","","","null",""
"273","Holstebro","56.3628","8.61146","null","","","","","","","","","","","","","","","","","","","","","13"
"274","Homaa","56.363","10.8083","null","","","","","","","","","","","","","","","","","","","","","3"
"277","Horndrup Skov","56.01","9.86716","null","","","","","","","","","","","","","","","","","","","","","2"
"278","Horne","57.5627","9.9747","null","","","","","","","","","","","","","","","","","","","","null",""
"974","Horns mark","56.2498","9.68568","null","","","","","","","","","","","","","","","","","","","","null",""
"279","Hornslet","56.3126","10.3167","","7","10","3","","","","","235","lived here","Kirsten Marie Pedersdatter","Pedersdatter","Kirsten Marie","f","1","data/informants/235.jpg","data/informants/235.dfl","","280","Hornslet mark","",""
"280","Hornslet mark","56.3159","10.304","","7","10","3","12","","","","235","told stories here","Kirsten Marie Pedersdatter","Pedersdatter","Kirsten Marie","f","1","data/informants/235.jpg","data/informants/235.dfl","","280","Hornslet mark","",""
"282","Hornum","56.9105","9.74191","null","","","","","","","","","","","","","","","","","","","","null",""
"1001","Hornum","56.5953","9.6619","null","","","","","","","","","","","","","","","","","","","","null",""
"281","Hornum","55.8827","9.63461","null","9","16","","","","","","","","","","","","","","","","","","",""
"283","Horsens","55.858","9.86198","null","2","9","16","","","","","","","","","","","","","","","","","",""
"798","Hosby","55.7472","10.0121","","","","","","","","","518","told stories here","Søren Pedersen","Pedersen","Søren","N/A","null","","data/informants/518.dfl","","798","Hosby","null",""
"1023","Hostrup Hovedgård","56.5642","8.76289","null","","","","","","","","","","","","","","","","","","","","null",""
"286","Hov","57.0561","10.3749","null","","","","","","","","","","","","","","","","","","","","","11"
"938","Hoved kro","55.9451","9.9625","null","","","","","","","","","","","","","","","","","","","","null",""
"944","Hoven højskole","55.8524","8.7609","null","","","","","","","","","","","","","","","","","","","","null",""
"287","Hovgårds mølle","56.3898","10.5549","null","","","","","","","","","","","","","","","","","","","","null",""
"288","Hulbæk","56.4718","9.65666","null","","","","","","","","","","","","","","","","","","","","","14"
"290","Hummelgård","55.7422","9.33834","null","","","","","","","","","","","","","","","","","","","","null",""
"291","Hundborg","56.9288","8.50629","","","","","","","","","355","told stories here","Lars Dybdahl","Dybdahl","Lars","N/A","null","","data/informants/355.dfl","","291","Hundborg","","15"
"292","Hundslev","55.4082","10.5869","null","","","","","","","","","","","","","","","","","","","","null",""
"293","Hurup","56.805","10.2725","","","","","","","","","377","told stories here","Lærerinde Louise Hansen","Hansen","Louise","N/A","null","","data/informants/377.dfl","","799","Hurup","","1"
"799","Hurup","56.7562","8.42042","","","","","","","","","377","told stories here","Lærerinde Louise Hansen","Hansen","Louise","N/A","null","","data/informants/377.dfl","","799","Hurup","null",""
"","","","","","","","","","","","","378","told stories here","Louise Hansen","Hansen","Louise","N/A","null","","data/informants/378.dfl","","799","Hurup","",""
"294","Hvalløs","56.3812","10.1442","null","","","","","","","","","","","","","","","","","","","","null",""
"943","Hvedsten","56.5574","10","null","","","","","","","","","","","","","","","","","","","","null",""
"296","Hverringe","55.4818","10.7008","null","","","","","","","","","","","","","","","","","","","","null",""
"297","Hvidbjærg","56.651","8.5316","","","","","","","","","494","told stories here","Graver M. Nielsen","Nielsen","M.","N/A","null","","data/informants/494.dfl","","297","Hvidbjærg","null",""
"800","Hvidbjærg hede","56.5669","8.92571","","","","","","","","","426","told stories here","Jens Kjellerup","Kjellerup","Jens","N/A","null","","data/informants/426.dfl","","800","Hvidbjærg hede","null",""
"801","Hvidbjærg, Tyholm","56.6634","8.52743","null","","","","","","","","","","","","","","","","","","","","null",""
"298","Hvidsminde","55.9215","9.70172","null","","","","","","","","","","","","","","","","","","","","null",""
"299","Hvidsted","57.3953","10.0653","null","","","","","","","","","","","","","","","","","","","","null",""
"300","Hvidstedgård","57.3974","10.073","null","","","","","","","","","","","","","","","","","","","","null",""
"301","Hvilsager","56.3687","10.351","","","","","","","","","306","told stories here","Rasmus Thomsen","Thomsen","Rasmus","m","null","","data/informants/306.dfl","","301","Hvilsager","","10"
"802","Hvilshøj","57.2266","10.03","","","","","","","","","369","told stories here","Andreas Thøgersen Grønborg","Grønborg","Andreas Thøgersen","N/A","null","","data/informants/369.dfl","","802","Hvilshøj","null",""
"302","Hvirring","55.8917","9.65499","null","","","","","","","","","","","","","","","","","","","","null",""
"303","Hvivelstov","56.7481","8.8736","null","","","","","","","","","","","","","","","","","","","","null",""
"304","Hvonbjærg","56.3038","10.3117","null","","","","","","","","","","","","","","","","","","","","null",""
"239","Hårkaraklippen","55.2114","14.9712","null","","","","","","","","","","","","","","","","","","","","null",""
"963","Hårmark","55.8123","10.5564","null","","","","","","","","","","","","","","","","","","","","null",""
"243","Hårup","56.2828","10.2189","","","","","","","","","69","told stories here","Søren Hansen","Hansen","Søren","m","null","","data/informants/69.dfl","","870","Skjolde","null",""
"224","Hæstrup mølle","57.4221","9.9632","null","","","","","","","","","","","","","","","","","","","","null",""
"951","Højby","55.3333","10.4499","","","","","","","","","572","told stories here, lived here","N Jakobsen","Jakobsen","N","m","null","","data/informants/572.dfl","","951","Højby","null",""
"270","Høje","55.1408","10.5364","null","","","","","","","","","","","","","","","","","","","","null",""
"271","Højelse","55.4991","12.1248","null","","","","","","","","","","","","","","","","","","","","null",""
"1000","Højslev kirke","56.5816","9.13191","null","","","","","","","","","","","","","","","","","","","","null",""
"276","Hørby","57.3487","10.3535","null","","","","","","","","","","","","","","","","","","","","","8"
"797","Hørret skov","56.0869","10.1985","","","","","","","","","396","told stories here","Peder Lavrids Jakobsen","Jakobsen","Peder Lavrids","N/A","null","","data/informants/396.dfl","","797","Hørret skov","null",""
"285","Hørup","56.7568","8.42803","null","","","","","","","","","","","","","","","","","","","","null",""
"305","Idskov","57.259","10.351","null","","","","","","","","","","","","","","","","","","","","","11"
"306","Ilbjærge","57.4162","10.0744","","11","14","8","","","","","241","told stories here, lived here","Jens Peter Pedersen","Pedersen","Jens Peter","m","1","data/informants/241.jpg","data/informants/241.dfl","","306","Ilbjærge","",""
"307","Ilbjærge-bro","57.42","10.0529","null","","","","","","","","","","","","","","","","","","","","null",""
"309","Illerup","56.0623","9.87394","null","","","","","","","","","","","","","","","","","","","","null",""
"803","Imer, Klim","57.1112","9.16663","","","","","","","","","417","told stories here","Ane Bolette Justsdatter","Justsdatter","Ane Bolette","N/A","null","","data/informants/417.dfl","","803","Imer, Klim","null",""
"804","Iowa, USA","41.5888","-93.6203","","","","","","","","","389","told stories here","Margrethe Hoberg","Hoberg","Margrethe","N/A","null","","data/informants/389.dfl","","804","Iowa, USA","null",""
"","","","","","","","","","","","","381","told stories here","Peder Hansen","Hansen","Peder","N/A","null","","data/informants/381.dfl","","804","Iowa, USA","",""
"310","Jebjærg","56.6709","9.01475","","","","","","","","","366","told stories here","Frøken Katrine Glud","Glud","Katrine","N/A","null","","data/informants/366.dfl","","310","Jebjærg","null",""
"311","Jebjærg hede","56.6687","9.0019","null","","","","","","","","","","","","","","","","","","","","null",""
"808","Jelling","55.7541","9.41612","","","","","","","","","486","told stories here","Seminarist Chr. Nielsen","Nielsen","Chr.","N/A","null","","data/informants/486.dfl","","808","Jelling","null",""
"312","Jerlev","55.6728","9.43858","null","","","","","","","","","","","","","","","","","","","","","9"
"313","Jerslev","57.285","10.0923","","11","14","","","","","","321","told stories here","Bodil Marie Andersdatter","Andersdatter","Bodil Marie","N/A","null","","data/informants/321.dfl","","313","Jerslev","",""
"","","","","","","","","","","","","144","told stories here","Johanne Marie Kristensdatter","Kristensdatter","Johanne Marie","f","null","","data/informants/144.dfl","","313","Jerslev","",""
"314","Jerslev bro","57.2135","10.0289","null","","","","","","","","","","","","","","","","","","","","null",""
"315","Jerup","57.5341","10.4169","null","11","8","","","","","","","","","","","","","","","","","","",""
"316","Jetsmark","57.2099","9.67306","","","","","","","","","433","told stories here","Ane Sofie Kristensdatter","Kristensdatter","Ane Sofie","N/A","null","","data/informants/433.dfl","","316","Jetsmark","","11"
"","","","","","","","","","","","","341","told stories here","Peder Brogård","Brogård","Peder","N/A","null","","data/informants/341.dfl","","316","Jetsmark","",""
"317","Jordrup","55.5578","9.30966","null","","","","","","","","","","","","","","","","","","","","","9"
"805","Jærnelund","55.4256","8.80278","","","","","","","","","420","told stories here","Jørgen Jørgensen","Jørgensen","Jørgen","N/A","null","","data/informants/420.dfl","","805","Jærnelund","null",""
"806","Jærnved","55.4207","8.79118","","","","","","","","","371","told stories here","Pastor Constantin Hansen","Hansen","Constantin","N/A","null","","data/informants/371.dfl","","806","Jærnved","null",""
"807","Jævngryde","56.1125","9.81866","","","","","","","","","240","told stories here","Jens Pedersen","Pedersen","Jens","m","null","","data/informants/240.dfl","","807","Jævngryde","null",""
"","","","","","","","","","","","","534","told stories here","Jens Smed","Smed","Jens","N/A","null","","data/informants/534.dfl","","807","Jævngryde","",""
"318","Kalundborg","55.6811","11.0889","null","","","","","","","","","","","","","","","","","","","","null",""
"319","Kalvehave","55.0019","12.1642","null","","","","","","","","","","","","","","","","","","","","null",""
"320","Kalvø","56.2764","10.4682","null","","","","","","","","","","","","","","","","","","","","null",""
"321","Karby","56.7532","8.56142","null","","","","","","","","","","","","","","","","","","","","null",""
"322","Karlby","56.3514","10.2867","null","","","","","","","","","","","","","","","","","","","","","10"
"323","Karlslunde","55.5714","12.2315","null","","","","","","","","","","","","","","","","","","","","null",""
"324","Katrup mark","55.9543","9.91849","null","","","","","","","","","","","","","","","","","","","","null",""
"809","Kirke Skjensved","55.5244","12.1193","","","","","","","","","538","told stories here","Hjalmar Svendsen","Svendsen","Hjalmar","N/A","null","","data/informants/538.dfl","","809","Kirke Skjensved","null",""
"919","Kirke Værløse","55.7849","12.3212","","","","","","","","","562","lived here","Peter (PLJ) Juhl","Juhl","Peter","m","null","","data/informants/562.dfl","","338","København","null",""
"325","Kirketerp","56.8914","9.66415","null","","","","","","","","","","","","","","","","","","","","null",""
"326","Kirkholm","55.757","10.0287","null","","","","","","","","","","","","","","","","","","","","null",""
"810","Kistrup, Assens","56.5207","9.41881","","","","","","","","","419","told stories here","Frøken Jutta Jørgensen","Jørgensen","Jutta","N/A","null","","data/informants/419.dfl","","810","Kistrup, Assens","null",""
"","","","","","","","","","","","","423","told stories here","Lærer S. Jørgensen","Jørgensen","S.","N/A","null","","data/informants/423.dfl","","810","Kistrup, Assens","",""
"811","Kjeldstrup","56.6818","9.92075","","","","","","","","","59","told stories here","Jens Gudesen","Gudesen","Jens","m","null","","data/informants/59.dfl","","811","Kjeldstrup","null",""
"927","Kjelst","55.5947","8.29601","","","","","","","","","566","told stories here","Gunde Gundesen","Gundesen","Gunde","m","null","","data/informants/566.dfl","","927","Kjelst","null",""
"812","Kjelstrup, Tisted","56.9967","8.75359","","","","","","","","","507","told stories here","Morten Overgård","Overgård","Morten","N/A","null","","data/informants/507.dfl","","812","Kjelstrup, Tisted","null",""
"327","Kjærteminde","55.4525","10.6608","null","","","","","","","","","","","","","","","","","","","","null",""
"328","Kjølske","57.2515","10.1177","null","","","","","","","","","","","","","","","","","","","","null",""
"329","Klakring","55.71","9.9771","null","","","","","","","","","","","","","","","","","","","","null",""
"330","Klanhøje","56.1514","9.8215","null","","","","","","","","","","","","","","","","","","","","null",""
"331","Klarup","57.0084","10.0504","null","","","","","","","","","","","","","","","","","","","","null",""
"1053","Klode mølle","56.1692","9.35148","null","","","","","","","","","","","","","","","","","","","","null",""
"333","Kloonhøj","57.4718","9.98808","null","","","","","","","","","","","","","","","","","","","","null",""
"334","Kloster","56.5993","9.2188","null","","","","","","","","","","","","","","","","","","","","null",""
"335","Kloster skov","56.6006","9.2061","null","","","","","","","","","","","","","","","","","","","","null",""
"336","Knebel","56.2137","10.4859","","","","","","","","","41","told stories here","P. Chr. Christensen","Christensen","P. Chr.","m","null","","data/informants/41.dfl","","336","Knebel","","7"
"337","Knudsholm","57.4511","10.1025","null","","","","","","","","","","","","","","","","","","","","null",""
"997","Kobberup","56.5142","9.08691","null","","","","","","","","","","","","","","","","","","","","null",""
"813","Kokholm","56.4779","9.49942","","","","","","","","","110","told stories here","Lavst Jensen","Jensen","Lavst","m","null","","data/informants/110.dfl","","813","Kokholm","null",""
"339","Kolby","55.799","10.5571","null","","","","","","","","","","","","","","","","","","","","null",""
"340","Koldbroen","57.3475","10.1877","null","","","","","","","","","","","","","","","","","","","","null",""
"341","Kolding","55.4919","9.49149","","2","9","8","","","","","421","told stories here","Redaktør Karl P. J. Jørgensen","Jørgensen","Karl P. J.","N/A","null","","data/informants/421.dfl","","341","Kolding","",""
"342","Koldinghus","55.4961","9.46845","null","","","","","","","","","","","","","","","","","","","","null",""
"343","Kolind","56.3573","10.5855","null","","","","","","","","","","","","","","","","","","","","","7"
"344","Kollemorten","55.8542","9.3654","null","","","","","","","","","","","","","","","","","","","","","9"
"345","Kolundsund","56.3907","10.7266","null","","","","","","","","","","","","","","","","","","","","null",""
"814","Kongerslev","56.8837","10.1119","","","","","","","","","495","told stories here","M. Nielsen","Nielsen","M.","N/A","null","","data/informants/495.dfl","","814","Kongerslev","null",""
"346","Kongeåen","55.4248","9.0064","null","","","","","","","","","","","","","","","","","","","","null",""
"815","Kongsted","55.2488","12.0436","","","","","","","","","427","told stories here","Lærer Severin Kjær","Kjær","Severin","N/A","null","","data/informants/427.dfl","","815","Kongsted","null",""
"347","Kongstedlund","56.8743","10.1494","null","","","","","","","","","","","","","","","","","","","","","1"
"348","Konradsminde","56.7881","9.75347","null","","","","","","","","","","","","","","","","","","","","null",""
"816","Kornerup","55.6339","11.9826","","","","","","","","","448","told stories here","Karl Larsen","Larsen","Karl","N/A","null","","data/informants/448.dfl","","816","Kornerup","null",""
"349","Kragelund","56.1964","9.41047","null","","","","","","","","","","","","","","","","","","","","null",""
"350","Krajbjærg mark","56.2971","10.2812","null","","","","","","","","","","","","","","","","","","","","null",""
"351","Krannestrup","56.3108","10.2328","null","","","","","","","","","","","","","","","","","","","","null",""
"817","Krarup mølle","56.5707","8.95567","","","","","","","","","61","told stories here","Mette Marie Hansdatter","Hansdatter","Mette Marie","f","null","","data/informants/61.dfl","","817","Krarup mølle","null",""
"352","Kras","56.7713","9.75753","null","","","","","","","","","","","","","","","","","","","","null",""
"353","Kratgården","57.4278","10.1629","null","","","","","","","","","","","","","","","","","","","","null",""
"354","Krejbjærg","56.6563","8.86731","null","","","","","","","","","","","","","","","","","","","","null",""
"355","Kristrup","56.4449","10.059","null","","","","","","","","","","","","","","","","","","","","null",""
"356","Kundby","55.7126","11.5243","null","","","","","","","","","","","","","","","","","","","","null",""
"358","Kvissel","57.4709","10.4078","null","","","","","","","","","","","","","","","","","","","","","8"
"818","Kvols","56.5266","9.29151","","","","","","","","","349","told stories here","Lærer P. Christensen","Christensen","P.","N/A","null","","data/informants/349.dfl","","818","Kvols","null",""
