"place_id","name","display_name","latitude","longitude","stories__story__story_id","stories__story__fieldtrip_id","stories__story__publication_info","stories__story__informant__id","stories__story__full_name","stories__story__place_recorded__id"
"","","","","","192","8","DS_VI_167","241","241 - 4.20 - DS_VI_167","306"
"","","","","","210","8","DSnr_VI_345","241","241 - 4.38 - DSnr_VI_345","306"
"337","Knudsholm","Knudsholm: mentioned in 3 stories","57.4511","10.1025","157","11","DS_VI_897","241","241 - 2.07 - DS_VI_897","306"
"","","","","","209","8","DS_VII_120","241","241 - 4.37 - DS_VII_120","306"
"","","","","","210","8","DSnr_VI_345","241","241 - 4.38 - DSnr_VI_345","306"
"300","Hvidstedgård","Hvidstedgård: mentioned in 3 stories","57.3974","10.073","158","11","DS_V_252","241","241 - 2.08 - DS_V_252","306"
"","","","","","159","11","DS_IV_1052","241","241 - 2.09 - DS_IV_1052","306"
"","","","","","163","11","DS_III_1850","241","241 - 2.13 - DS_III_1850","306"
"409","Mølgård","Mølgård: mentioned in 2 stories","57.4322","10.0955","159","11","DS_IV_1052","241","241 - 2.09 - DS_IV_1052","306"
"","","","","","174","8","DSnr_I_124","241","241 - 4.03 - DSnr_I_124","306"
"372","Linderum","Linderum: mentioned in 1 story","57.4293","10.1803","160","11","DS_IV_1592","241","241 - 2.10 - DS_IV_1592","306"
"307","Ilbjærge-bro","Ilbjærge-bro: mentioned in 2 stories","57.42","10.0529","161","11","DSnr_II_E_105","241","241 - 2.11 - DSnr_II_E_105","306"
"","","","","","208","8","DSnr_IV_880","241","241 - 4.36 - DSnr_IV_880","306"
"732","Vrejlev","Vrejlev: mentioned in 2 stories","57.3603","9.98329","163","11","DS_III_1850","241","241 - 2.13 - DS_III_1850","306"
"","","","","","184","8","DSnr_I_286","241","241 - 4.12 - DSnr_I_286","306"
"71","Boller","Boller: mentioned in 4 stories","57.3861","10.0963","165","11","DS_IV_687","241","241 - 2.15 - DS_IV_687","306"
"","","","","","184","8","DSnr_I_286","241","241 - 4.12 - DSnr_I_286","306"
"","","","","","197","8","DSnr_IV_290","241","241 - 4.25 - DSnr_IV_290","306"
"","","","","","701","null","DS_VI_68","378","378 - 0.00 - DS_VI_68","799"
"98","Brønderup","Brønderup: mentioned in 1 story","57.4326","10.0157","166","11","DS_V_1706","241","241 - 2.16 - DS_V_1706","306"
"224","Hæstrup mølle","Hæstrup mølle: mentioned in 1 story","57.4221","9.9632","166","11","DS_V_1706","241","241 - 2.16 - DS_V_1706","306"
"140","Elling","Elling: mentioned in 3 stories","57.4771","10.4799","170","11","Unpub_JPP_220","241","241 - 2.20 - Unpub_JPP_220","306"
"","","","","","173","8","DSnr_II_D13","241","241 - 4.02 - DSnr_II_D13","306"
"","","","","","207","8","DSnr_IV_440","241","241 - 4.35 - DSnr_IV_440","306"
"79","Borup mark","Borup mark: mentioned in 1 story","57.4005","10.0793","171","14","JAT_VI_905","241","241 - 3.01 - JAT_VI_905","306"
"639","Tise","Tise: mentioned in 3 stories","57.2983","9.8047","172","8","JAT_V_320","241","241 - 4.01 - JAT_V_320","306"
"","","","","","894","null","DS_II_G_93","217","217 - 0.00 - DS_II_G_93","831"
"","","","","","698","null","DS_IV_1378","523","523 - 0.00 - DS_IV_1378","422"
"114","Dals mølle","Dals mølle: mentioned in 1 story","57.3932","10.13","174","8","DSnr_I_124","241","241 - 4.03 - DSnr_I_124","306"
"384","Lørslev","Lørslev: mentioned in 5 stories","57.4284","10.0853","174","8","DSnr_I_124","241","241 - 4.03 - DSnr_I_124","306"
"","","","","","175","8","DSnr_I_324","241","241 - 4.04 - DSnr_I_324","306"
"","","","","","187","8","DS_VI_191","241","241 - 4.15 - DS_VI_191","306"
"","","","","","189","8","DSnr_III_1380","241","241 - 4.17 - DSnr_III_1380","306"
"","","","","","517","null","DS_III_2316","6","6 - 0.00 - DS_III_2316","384"
"515","Sandkilde","Sandkilde: mentioned in 1 story","57.4302","10.0867","174","8","DSnr_I_124","241","241 - 4.03 - DSnr_I_124","306"
"108","Byghøj","Byghøj: mentioned in 1 story","57.4162","10.0744","175","8","DSnr_I_324","241","241 - 4.04 - DSnr_I_324","306"
"306","Ilbjærge","Ilbjærge: mentioned in 3 stories","57.4162","10.0744","175","8","DSnr_I_324","241","241 - 4.04 - DSnr_I_324","306"
"","","","","","189","8","DSnr_III_1380","241","241 - 4.17 - DSnr_III_1380","306"
"","","","","","517","null","DS_III_2316","6","6 - 0.00 - DS_III_2316","384"
"315","Jerup","Jerup: mentioned in 1 story","57.5341","10.4169","176","8","DS_VI_429","241","241 - 4.05 - DS_VI_429","306"
"591","Stenum","Stenum: mentioned in 1 story","57.3206","9.8643","177","8","DS_VI_433","241","241 - 4.06 - DS_VI_433","306"
"74","Børglum kloster","Børglum kloster: mentioned in 2 stories","57.3718","9.79945","179","8","DS_VII_565","241","241 - 4.08 - DS_VII_565","306"
"","","","","","755","null","DS_I_1164","348","348 - 0.00 - DS_I_1164","1"
"714","Vitrup","Vitrup: mentioned in 1 story","57.3937","9.78587","179","8","DS_VII_565","241","241 - 4.08 - DS_VII_565","306"
"153","Femhøj","Femhøj: mentioned in 1 story","57.4381","10.1651","180","8","DSnr_I_901","241","241 - 4.09 - DSnr_I_901","306"
"299","Hvidsted","Hvidsted: mentioned in 1 story","57.3953","10.0653","181","8","DSnr_II_B_203","241","241 - 4.10 - DSnr_II_B_203","306"
"551","Skrolløs hede","Skrolløs hede: mentioned in 1 story","57.3534","9.86299","182","8","DSnr_II_B_212","241","241 - 4.11 - DSnr_II_B_212","306"
"585","Stempegård","Stempegård: mentioned in 1 story","57.3719","9.85551","182","8","DSnr_II_B_212","241","241 - 4.11 - DSnr_II_B_212","306"
"586","Stenbæk","Stenbæk: mentioned in 1 story","57.3856","9.85603","182","8","DSnr_II_B_212","241","241 - 4.11 - DSnr_II_B_212","306"
"73","Børglum","Børglum: mentioned in 3 stories","57.3661","9.83422","182","8","DSnr_II_B_212","241","241 - 4.11 - DSnr_II_B_212","306"
"","","","","","518","null","DS_II_B_183","388","388 - 0.00 - DS_II_B_183","780"
"","","","","","682","null","DS_IV_1787","494","494 - 0.00 - DS_IV_1787","297"
"143","Em","Em: mentioned in 2 stories","57.3458","9.91255","182","8","DSnr_II_B_212","241","241 - 4.11 - DSnr_II_B_212","306"
"","","","","","882","null","DS_V_744","574","574 - 0.00 - DS_V_744","488"
"722","Vollerup","Vollerup: mentioned in 2 stories","57.3515","9.88919","182","8","DSnr_II_B_212","241","241 - 4.11 - DSnr_II_B_212","306"
"","","","","","518","null","DS_II_B_183","388","388 - 0.00 - DS_II_B_183","780"
"495","Rønnebjærg","Rønnebjærg: mentioned in 1 story","57.3603","10.0886","184","8","DSnr_I_286","241","241 - 4.12 - DSnr_I_286","306"
"313","Jerslev","Jerslev: mentioned in 2 stories","57.285","10.0923","185","8","DS_VII_1274","241","241 - 4.13 - DS_VII_1274","306"
"","","","","","569","null","DS_V_37","205","205 - 0.00 - DS_V_37","455"
"601","Støvhus","Støvhus: mentioned in 1 story","57.3958","10.1654","186","8","DS_VII_491a","241","241 - 4.14 - DS_VII_491a","306"
"735","Vugdrup","Vugdrup: mentioned in 1 story","57.382","10.1608","186","8","DS_VII_491a","241","241 - 4.14 - DS_VII_491a","306"
"577","Sørup sø","Sørup sø: mentioned in 1 story","57.373","10.1431","189","8","DSnr_III_1380","241","241 - 4.17 - DSnr_III_1380","306"
"600","Stovhøj","Stovhøj: mentioned in 1 story","57.4143","10.0757","189","8","DSnr_III_1380","241","241 - 4.17 - DSnr_III_1380","306"
"509","Sæby","Sæby: mentioned in 1 story","57.3361","10.5104","190","8","DSnr_II_C_91","241","241 - 4.18 - DSnr_II_C_91","306"
"373","Linderumgård","Linderumgård: mentioned in 4 stories","57.4328","10.1763","193","8","DSnr_VI_130","241","241 - 4.21 - DSnr_VI_130","306"
"","","","","","194","8","DSnr_II_D_63","241","241 - 4.22 - DSnr_II_D_63","306"
"","","","","","219","8","JAT_II_200","241","241 - 4.47 - JAT_II_200","306"
"","","","","","634","null","DS_IV_1591","108","108 - 0.00 - DS_IV_1591","374"
"276","Hørby","Hørby: mentioned in 1 story","57.3487","10.3535","195","8","DSnr_VI_114","241","241 - 4.23 - DSnr_VI_114","306"
"723","Volstrup","Volstrup: mentioned in 1 story","57.3201","10.4395","195","8","DSnr_VI_114","241","241 - 4.23 - DSnr_VI_114","306"
"106","Burskov","Burskov: mentioned in 1 story","57.4145","10.3795","198","8","DSnr_V_539b","241","241 - 4.26 - DSnr_V_539b","306"
"115","Dalsager","Dalsager: mentioned in 1 story","57.3538","10.3279","200","8","DSnr_V_889","241","241 - 4.28 - DSnr_V_889","306"
"674","Ugilt kirke","Ugilt kirke: mentioned in 2 stories","57.427","10.1383","201","8","DSnr_III_142","241","241 - 4.29 - DSnr_III_142","306"
"","","","","","202","8","DSnr_IV_996","241","241 - 4.30 - DSnr_IV_996","306"
"333","Kloonhøj","Kloonhøj: mentioned in 1 story","57.4718","9.98808","203","8","DSnr_II_C_86","241","241 - 4.31 - DSnr_II_C_86","306"
"648","Tornby-Bjærg","Tornby-Bjærg: mentioned in 1 story","57.536","9.97617","204","8","DSnr_II_G_250","241","241 - 4.32 - DSnr_II_G_250","306"
"340","Koldbroen","Koldbroen: mentioned in 1 story","57.3475","10.1877","205","8","DSnr_I_627","241","241 - 4.33 - DSnr_I_627","306"
"3","Aalbæk","Aalbæk: mentioned in 1 story","57.5955","10.4132","207","8","DSnr_IV_440","241","241 - 4.35 - DSnr_IV_440","306"
"467","Raabjærg","Raabjærg: mentioned in 1 story","57.6209","10.3112","207","8","DSnr_IV_440","241","241 - 4.35 - DSnr_IV_440","306"
"645","Tolne kirke","Tolne kirke: mentioned in 1 story","57.4743","10.3163","207","8","DSnr_IV_440","241","241 - 4.35 - DSnr_IV_440","306"
"69","Bøgsted","Bøgsted: mentioned in 1 story","57.4741","10.1043","209","8","DS_VII_120","241","241 - 4.37 - DS_VII_120","306"
"133","Egebjerg","Egebjerg: mentioned in 1 story","57.4414","10.1274","210","8","DSnr_VI_345","241","241 - 4.38 - DSnr_VI_345","306"
"476","Ravheden","Ravheden: mentioned in 1 story","57.5297","10.2376","211","8","DS_VII_611","241","241 - 4.39 - DS_VII_611","306"
"447","Øksenvad","Øksenvad: mentioned in 2 stories","57.4129","10.0963","213","8","DS_VI_1205","241","241 - 4.41 - DS_VI_1205","306"
"","","","","","869","null","DS_III_2252","0","0 - 0.00 - DS_III_2252","923"
"519","Serritslev","Serritslev: mentioned in 1 story","57.3159","9.97443","213","8","DS_VI_1205","241","241 - 4.41 - DS_VI_1205","306"
"731","Vraa","Vraa: mentioned in 1 story","57.3567","9.94679","213","8","DS_VI_1205","241","241 - 4.41 - DS_VI_1205","306"
"278","Horne","Horne: mentioned in 2 stories","57.5627","9.9747","214","8","DSnr_I_370","241","241 - 4.42 - DSnr_I_370","306"
"","","","","","215","8","DSnr_I_404","241","241 - 4.43 - DSnr_I_404","306"
"382","Løkken","Løkken: mentioned in 2 stories","57.3693","9.71759","216","8","DS_VI_930","241","241 - 4.44 - DS_VI_930","306"
"","","","","","564","null","DS_V_47","158","158 - 0.00 - DS_V_47","695"
"438","Nørre Harridslev","Nørre Harridslev: mentioned in 1 story","57.4561","9.89261","216","8","DS_VI_930","241","241 - 4.44 - DS_VI_930","306"
"232","Hallund","Hallund: mentioned in 2 stories","57.2423","10.102","217","8","DSnr_IV_963","241","241 - 4.45 - DSnr_IV_963","306"
"","","","","","507","null","DS_VI_1206","318","318 - 0.00 - DS_VI_1206",""
"328","Kjølske","Kjølske: mentioned in 1 story","57.2515","10.1177","217","8","DSnr_IV_963","241","241 - 4.45 - DSnr_IV_963","306"
"127","Dronninglund","Dronninglund: mentioned in 2 stories","57.1575","10.2879","218","8","JAT_II_194","241","241 - 4.46 - JAT_II_194","306"
"","","","","","662","null","DS_III_2180","493","493 - 0.00 - DS_III_2180","901"
"31","Ammitsbøl","Ammitsbøl: mentioned in 1 story","55.6462","9.41426","219","8","JAT_II_200","241","241 - 4.47 - JAT_II_200","306"
"294","Hvalløs","Hvalløs: mentioned in 6 stories","56.3812","10.1442","220","7","DS_II_A_57","235","235 - 1.01 - DS_II_A_57","280"
"","","","","","239","7","DS_I_400","235","235 - 1.20 - DS_I_400","280"
"","","","","","246","7","JAH_V_613","235","235 - 1.26 - JAH_V_613","280"
"","","","","","247","7","JAH_V_612","235","235 - 1.27 - JAH_V_612","280"
"","","","","","286","10","DS_II_J_363","235","235 - 2.03 - DS_II_J_363","280"
"","","","","","297","10","MA_II_456","235","235 - 2.14 - MA_II_456","280"
"425","Nielstrup","Nielstrup: mentioned in 19 stories","56.3664","10.1437","220","7","DS_II_A_57","235","235 - 1.01 - DS_II_A_57","280"
"","","","","","222","7","JAH_V_524","235","235 - 1.03 - JAH_V_524","280"
"","","","","","229","7","DS_V_982","235","235 - 1.10 - DS_V_982","280"
"","","","","","230","7","DS_V_549","235","235 - 1.11 - DS_V_549","280"
"","","","","","233","7","DS_II_H_141","235","235 - 1.14 - DS_II_H_141","280"
"","","","","","234","7","DS_V_1430","235","235 - 1.15 - DS_V_1430","280"
"","","","","","235","7","DS_II_H_436","235","235 - 1.16 - DS_II_H_436","280"
"","","","","","249","7","JAH_V_539","235","235 - 1.29 - JAH_V_539","280"
"","","","","","252","7","JAH_V_697","235","235 - 1.32 - JAH_V_697","280"
"","","","","","261","7","DS_VI_884","235","235 - 1.41 - DS_VI_884","280"
"","","","","","262","7","DS_II_A_99","235","235 - 1.42 - DS_II_A_99","280"
"","","","","","263","7","DS_III_1566","235","235 - 1.43 - DS_III_1566","280"
"","","","","","271","7","DS_VI_2","235","235 - 1.51 - DS_VI_2","280"
"","","","","","286","10","DS_II_J_363","235","235 - 2.03 - DS_II_J_363","280"
"","","","","","287","10","DS_VII_1312","235","235 - 2.04 - DS_VII_1312","280"
"","","","","","297","10","MA_II_456","235","235 - 2.14 - MA_II_456","280"
"","","","","","298","10","JAH_V_543a","235","235 - 2.15 - JAH_V_543a","280"
"","","","","","315","3","JAT_V_109","235","235 - 3.13 - JAT_V_109","280"
"","","","","","323","12","JAT_VI_865","235","235 - 4.01 - JAT_VI_865","280"
"109","Clausholm","Clausholm: mentioned in 4 stories","56.3865","10.1714","221","7","JAH_II_213","235","235 - 1.02 - JAH_II_213","280"
"","","","","","247","7","JAH_V_612","235","235 - 1.27 - JAH_V_612","280"
"","","","","","325","9","JFm_XI_22C","90","90 - 1.02 - JFm_XI_22C","405"
"","","","","","884","null","DS_VI_222","0","0 - 0.00 - DS_VI_222","734"
"128","Drostrup","Drostrup: mentioned in 1 story","56.3565","10.1017","222","7","JAH_V_524","235","235 - 1.03 - JAH_V_524","280"
"228","Hallendrup","Hallendrup: mentioned in 3 stories","56.373","10.1097","222","7","JAH_V_524","235","235 - 1.03 - JAH_V_524","280"
"","","","","","252","7","JAH_V_697","235","235 - 1.32 - JAH_V_697","280"
"","","","","","275","7","DS_II_B_90","235","235 - 1.55 - DS_II_B_90","280"
"610","Stubdrup","Stubdrup: mentioned in 2 stories","56.3542","10.1278","222","7","JAH_V_524","235","235 - 1.03 - JAH_V_524","280"
"","","","","","263","7","DS_III_1566","235","235 - 1.43 - DS_III_1566","280"
"721","Voldum","Voldum: mentioned in 5 stories","56.3664","10.1647","223","7","DSnr_IV_469a","235","235 - 1.04 - DSnr_IV_469a","280"
"","","","","","225","7","DSnr_IV_469b","235","235 - 1.06 - DSnr_IV_469b","280"
"","","","","","239","7","DS_I_400","235","235 - 1.20 - DS_I_400","280"
"","","","","","248","7","JAH_V_624","235","235 - 1.28 - JAH_V_624","280"
"","","","","","249","7","JAH_V_539","235","235 - 1.29 - JAH_V_539","280"
"8","Aarhus","Aarhus: mentioned in 7 stories","56.159","10.2072","226","7","DS_V_810","235","235 - 1.07 - DS_V_810","280"
"","","","","","279","7","Fab_0_531","235","235 - 1.58 - Fab_0_531","280"
"","","","","","292","10","DS_II_E_84","235","235 - 2.09 - DS_II_E_84","280"
"","","","","","352","9","DS_VI_1028","90","90 - 2.20 - DS_VI_1028","405"
"","","","","","368","12","Unpub_AMJ_401","90","90 - 4.01 - Unpub_AMJ_401","405"
"","","","","","401","2","JFm_XIII_36","123","123 - 2.27 - JFm_XIII_36","175"
"","","","","","433","16","DSnr_IV_657","123","123 - 4.05 - DSnr_IV_657","175"
"415","Mørke","Mørke: mentioned in 1 story","56.3363","10.378","228","7","JAH_V_724","235","235 - 1.09 - JAH_V_724","280"
"570","Søndergård","Søndergård: mentioned in 4 stories","56.353","10.2084","230","7","DS_V_549","235","235 - 1.11 - DS_V_549","280"
"","","","","","287","10","DS_VII_1312","235","235 - 2.04 - DS_VII_1312","280"
"","","","","","291","10","JAH_V_543b","235","235 - 2.08 - JAH_V_543b","280"
"","","","","","315","3","JAT_V_109","235","235 - 3.13 - JAT_V_109","280"
"503","Rud","Rud: mentioned in 6 stories","56.3634","10.1291","231","7","JAH_VI_183","235","235 - 1.12 - JAH_VI_183","280"
"","","","","","237","7","DS_III_887","235","235 - 1.18 - DS_III_887","280"
"","","","","","242","7","Unpub_KMP_122","235","235 - 1.22 - Unpub_KMP_122","280"
"","","","","","286","10","DS_II_J_363","235","235 - 2.03 - DS_II_J_363","280"
"","","","","","313","3","DSnr_III_477","235","235 - 3.11 - DSnr_III_477","280"
"","","","","","323","12","JAT_VI_865","235","235 - 4.01 - JAT_VI_865","280"
"231","Halling skov","Halling skov: mentioned in 1 story","56.3317","10.1753","232","7","DS_IV_289","235","235 - 1.13 - DS_IV_289","280"
"230","Halling","Halling: mentioned in 1 story","56.3346","10.1887","234","7","DS_V_1430","235","235 - 1.15 - DS_V_1430","280"
"361","Langskov","Langskov: mentioned in 1 story","56.336","10.1382","236","7","DS_II_H_480","235","235 - 1.17 - DS_II_H_480","280"
"446","Ødum","Ødum: mentioned in 1 story","56.3126","10.1345","236","7","DS_II_H_480","235","235 - 1.17 - DS_II_H_480","280"
"625","Tåbæk","Tåbæk: mentioned in 1 story","56.3138","10.1129","236","7","DS_II_H_480","235","235 - 1.17 - DS_II_H_480","280"
"101","Bryggers-Knold","Bryggers-Knold: mentioned in 2 stories","56.3625","10.1131","237","7","DS_III_887","235","235 - 1.18 - DS_III_887","280"
"","","","","","313","3","DSnr_III_477","235","235 - 3.11 - DSnr_III_477","280"
"584","Stahåt","Stahåt: mentioned in 1 story","56.3605","10.0989","237","7","DS_III_887","235","235 - 1.18 - DS_III_887","280"
"254","Henningshøj","Henningshøj: mentioned in 1 story","56.6203","10.029","238","7","DS_I_782","235","235 - 1.19 - DS_I_782","280"
"279","Hornslet","Hornslet: mentioned in 3 stories","56.3126","10.3167","238","7","DS_I_782","235","235 - 1.19 - DS_I_782","280"
"","","","","","242","7","Unpub_KMP_122","235","235 - 1.22 - Unpub_KMP_122","280"
"","","","","","282","7","DS_I_783","235","235 - 1.61 - DS_I_783","280"
"219","Hadbjærg","Hadbjærg: mentioned in 5 stories","56.3345","10.106","240","7","MA_I_63","235","235 - 1.21 - MA_I_63","280"
"","","","","","241","7","MA_I_100","235","235 - 1.21 - MA_I_100","280"
"","","","","","243","7","MA_I_107","235","235 - 1.23 - MA_I_107","280"
"","","","","","244","7","JAH_VI_527","235","235 - 1.24 - JAH_VI_527","280"
"","","","","","288","10","JAH_VI_225","235","235 - 2.05 - JAH_VI_225","280"
"27","Alstrup","Alstrup: mentioned in 2 stories","56.647","10.0116","248","7","JAH_V_624","235","235 - 1.28 - JAH_V_624","280"
"","","","","","313","3","DSnr_III_477","235","235 - 3.11 - DSnr_III_477","280"
"13","Æbletoft","Æbletoft: mentioned in 2 stories","56.1971","10.6814","250","7","JAT_II_149","235","235 - 1.30 - JAT_II_149","280"
"","","","","","294","10","DSnr_II_D_39","235","235 - 2.11 - DSnr_II_D_39","280"
"68","Bogensholm","Bogensholm: mentioned in 1 story","56.2107","10.5646","250","7","JAT_II_149","235","235 - 1.30 - JAT_II_149","280"
"708","Vindblæs","Vindblæs: mentioned in 4 stories","56.6751","10.145","260","7","DS_IV_1839","235","235 - 1.40 - DS_IV_1839","280"
"","","","","","261","7","DS_VI_884","235","235 - 1.41 - DS_VI_884","280"
"","","","","","618","null","DS_VI_886","323","323 - 0.00 - DS_VI_886","835"
"","","","","","542","null","DS_VI_882","370","370 - 0.00 - DS_VI_882","189"
"667","Tuesgård","Tuesgård: mentioned in 1 story","56.3506","10.143","263","7","DS_III_1566","235","235 - 1.43 - DS_III_1566","280"
"483","Rejstrup","Rejstrup: mentioned in 1 story","56.5161","9.85065","264","7","JAH_V_572","235","235 - 1.44 - JAH_V_572","280"
"188","Ginderup","Ginderup: mentioned in 1 story","56.3784","10.1044","275","7","DS_II_B_90","235","235 - 1.55 - DS_II_B_90","280"
"575","Sorte Mose","Sorte Mose: mentioned in 3 stories","56.269","10.2866","276","7","DS_VI_1079","235","235 - 1.56 - DS_VI_1079","280"
"","","","","","339","9","DS_VI_810","90","90 - 2.07 - DS_VI_810","405"
"","","","","","816","null","DS_VI_1078","482","482 - 0.00 - DS_VI_1078","762"
"322","Karlby","Karlby: mentioned in 1 story","56.3514","10.2867","279","7","Fab_0_531","235","235 - 1.58 - Fab_0_531","280"
"163","Fløjstrup","Fløjstrup: mentioned in 2 stories","56.4133","10.2689","280","7","DS_II_D_50","235","235 - 1.59 - DS_II_D_50","280"
"","","","","","294","10","DSnr_II_D_39","235","235 - 2.11 - DSnr_II_D_39","280"
"526","Sjelle bro","Sjelle bro: mentioned in 1 story","56.4059","10.2434","280","7","DS_II_D_50","235","235 - 1.59 - DS_II_D_50","280"
"45","Balle","Balle: mentioned in 1 story","56.317","10.3779","281","7","DS_II_A_100","235","235 - 1.60 - DS_II_A_100","280"
"689","Vendingshøj","Vendingshøj: mentioned in 1 story","56.3187","10.3079","282","7","DS_I_783","235","235 - 1.61 - DS_I_783","280"
"304","Hvonbjærg","Hvonbjærg: mentioned in 1 story","56.3038","10.3117","282","7","DS_I_783","235","235 - 1.61 - DS_I_783","280"
"633","Tendrup","Tendrup: mentioned in 1 story","56.3124","10.3072","282","7","DS_I_783","235","235 - 1.61 - DS_I_783","280"
"729","Vosnæsgård","Vosnæsgård: mentioned in 3 stories","56.2808","10.3449","283","7","Unpub_KMP_162","235","235 - 1.62 - Unpub_KMP_162","280"
"","","","","","352","9","DS_VI_1028","90","90 - 2.20 - DS_VI_1028","405"
"","","","","","368","12","Unpub_AMJ_401","90","90 - 4.01 - Unpub_AMJ_401","405"
"245","Haslum","Haslum: mentioned in 1 story","56.4208","10.0267","289","10","DS_IV_1092","235","235 - 2.06 - DS_IV_1092","280"
"501","Røved","Røved: mentioned in 1 story","56.3144","10.171","290","10","JAH_V_574","235","235 - 2.07 - JAH_V_574","280"
"413","Mols","Mols: mentioned in 1 story","56.2334","10.524","294","10","DSnr_II_D_39","235","235 - 2.11 - DSnr_II_D_39","280"
"66","Boelshøj","Boelshøj: mentioned in 2 stories","56.6995","10.1407","296","10","DSnr_I_240","235","235 - 2.13 - DSnr_I_240","280"
"","","","","","327","9","DS_I_263","90","90 - 1.04 - DS_I_263","405"
"29","Amaliegård","Amaliegård: mentioned in 1 story","56.6234","10.1593","301","10","MA_II_457","235","235 - 2.18 - MA_II_457","280"
"355","Kristrup","Kristrup: mentioned in 1 story","56.4449","10.059","301","10","MA_II_457","235","235 - 2.18 - MA_II_457","280"
"652","Torsager","Torsager: mentioned in 2 stories","56.3435","10.4589","312","3","JAT_III_213","235","235 - 3.10 - JAT_III_213","280"
"","","","","","321","3","DS_III_1793","235","235 - 3.19 - DS_III_1793","280"
"345","Kolundsund","Kolundsund: mentioned in 1 story","56.3907","10.7266","321","3","DS_III_1793","235","235 - 3.19 - DS_III_1793","280"
"404","Medkjær","Medkjær: mentioned in 1 story","56.3454","10.4734","321","3","DS_III_1793","235","235 - 3.19 - DS_III_1793","280"
"63","Bodholm","Bodholm: mentioned in 1 story","56.359","10.1304","323","12","JAT_VI_865","235","235 - 4.01 - JAT_VI_865","280"
"496","Rosenholm","Rosenholm: mentioned in 2 stories","55.6738","9.82616","324","9","JFm_XI_46","90","90 - 1.01 - JFm_XI_46","405"
"","","","","","325","9","JFm_XI_22C","90","90 - 1.02 - JFm_XI_22C","405"
"383","Løndum","Løndum: mentioned in 1 story","55.9281","9.77312","325","9","JFm_XI_22C","90","90 - 1.02 - JFm_XI_22C","405"
"408","Møgelhøje","Møgelhøje: mentioned in 1 story","56.4034","10.2787","326","9","DS_I_685","90","90 - 1.03 - DS_I_685","405"
"48","Bastruphøj","Bastruphøj: mentioned in 1 story","56.3119","10.2096","326","9","DS_I_685","90","90 - 1.03 - DS_I_685","405"
"107","Bygballe","Bygballe: mentioned in 1 story","56.3196","10.2014","326","9","DS_I_685","90","90 - 1.03 - DS_I_685","405"
"540","Skjødstrup","Skjødstrup: mentioned in 9 stories","56.2635","10.3033","326","9","DS_I_685","90","90 - 1.03 - DS_I_685","405"
"","","","","","329","9","DS_IV_988","90","90 - 1.06 - DS_IV_988","405"
"","","","","","347","9","DS_II_A_98","90","90 - 2.15 - DS_II_A_98","405"
"","","","","","351","9","DS_II_H_34","90","90 - 2.19 - DS_II_H_34","405"
"","","","","","352","9","DS_VI_1028","90","90 - 2.20 - DS_VI_1028","405"
"","","","","","354","9","JAT_VI_805","90","90 - 2.22 - JAT_VI_805","405"
"","","","","","355","4","DS_V_51","90","90 - 3.01 - DS_V_51","405"
"","","","","","356","4","DS_V_1232","90","90 - 3.02 - DS_V_1232","405"
"","","","","","368","12","Unpub_AMJ_401","90","90 - 4.01 - Unpub_AMJ_401","405"
"90","Brandstrup","Brandstrup: mentioned in 1 story","56.2724","10.2813","339","9","DS_VI_810","90","90 - 2.07 - DS_VI_810","405"
"243","Hårup","Hårup: mentioned in 2 stories","56.2828","10.2189","339","9","DS_VI_810","90","90 - 2.07 - DS_VI_810","405"
"","","","","","365","4","DSnr_II_E_65","90","90 - 3.11 - DSnr_II_E_65","405"
"267","Hjortshøj","Hjortshøj: mentioned in 1 story","56.2595","10.2644","339","9","DS_VI_810","90","90 - 2.07 - DS_VI_810","405"
"380","Løgten","Løgten: mentioned in 2 stories","56.2838","10.3829","339","9","DS_VI_810","90","90 - 2.07 - DS_VI_810","405"
"","","","","","358","4","DSnr_II_B_130","90","90 - 3.04 - DSnr_II_B_130","405"
"532","Skårupgård","Skårupgård: mentioned in 1 story","56.2528","10.2168","340","9","DS_IV_650","90","90 - 2.08 - DS_IV_650","405"
"642","Todbjærg","Todbjærg: mentioned in 2 stories","56.2689","10.2066","340","9","DS_IV_650","90","90 - 2.08 - DS_IV_650","405"
"","","","","","359","4","DSnr_III_478","90","90 - 3.05 - DSnr_III_478","405"
"730","Vraa","Vraa: mentioned in 1 story","57.1957","9.92684","342","9","Lege_0_313","90","90 - 2.10 - Lege_0_313","405"
"132","Egå","Egå: mentioned in 2 stories","56.2163","10.2685","348","9","DS_II_B_147","90","90 - 2.16 - DS_II_B_147","405"
"","","","","","358","4","DSnr_II_B_130","90","90 - 3.04 - DSnr_II_B_130","405"
"405","Mejlby","Mejlby: mentioned in 2 stories","56.3007","10.2134","354","9","JAT_VI_805","90","90 - 2.22 - JAT_VI_805","405"
"","","","","","371","12","Unpub_AMJ_404","90","90 - 4.04 - Unpub_AMJ_404","405"
"182","Galgeknolden","Galgeknolden: mentioned in 1 story","56.2651","10.3206","356","4","DS_V_1232","90","90 - 3.02 - DS_V_1232","405"
"265","Hjørre","Hjørre: mentioned in 1 story","56.261","10.3319","357","4","DS_V_831","90","90 - 3.03 - DS_V_831","405"
"350","Krajbjærg mark","Krajbjærg mark: mentioned in 1 story","56.2971","10.2812","359","4","DSnr_III_478","90","90 - 3.05 - DSnr_III_478","405"
