"place_id","name","display_name","latitude","longitude","stories__story__story_id","stories__story__fieldtrip_id","stories__story__publication_info","stories__story__informant__id","stories__story__full_name","stories__story__place_recorded__id"
"320","Kalvø","Kalvø: mentioned in 2 stories","56.2764","10.4682","360","4","DS_III_2378","90","90 - 3.06 - DS_III_2378","405"
"","","","","","361","4","DSnr_III_564","90","90 - 3.07 - DSnr_III_564","405"
"497","Rosenholm","Rosenholm: mentioned in 1 story","56.3339","10.3314","361","4","DSnr_III_564","90","90 - 3.07 - DSnr_III_564","405"
"351","Krannestrup","Krannestrup: mentioned in 1 story","56.3108","10.2328","365","4","DSnr_II_E_65","90","90 - 3.11 - DSnr_II_E_65","405"
"122","Dover kirke","Dover kirke: mentioned in 8 stories","56.0784","9.83505","373","2","DS_IV_1517","123","123 - 1.01 - DS_IV_1517","175"
"","","","","","381","2","DS_V_1153","123","123 - 2.07 - DS_V_1153","175"
"","","","","","396","2","DS_I_1140","123","123 - 2.22 - DS_I_1140","175"
"","","","","","398","2","DS_III_870","123","123 - 2.24 - DS_III_870","175"
"","","","","","401","2","JFm_XIII_36","123","123 - 2.27 - JFm_XIII_36","175"
"","","","","","409","2","DS_III_515","123","123 - 3.06 - DS_III_515","175"
"","","","","","414","2","DS_III_222","123","123 - 3.11 - DS_III_222","175"
"","","","","","429","16","Unpub_PJ_401","123","123 - 4.01 - Unpub_PJ_401","175"
"263","Hjelmslev","Hjelmslev: mentioned in 1 story","56.0826","9.8773","373","2","DS_IV_1517","123","123 - 1.01 - DS_IV_1517","175"
"309","Illerup","Illerup: mentioned in 2 stories","56.0623","9.87394","373","2","DS_IV_1517","123","123 - 1.01 - DS_IV_1517","175"
"","","","","","832","null","DS_IV_1518","130","130 - 0.00 - DS_IV_1518","22"
"89","Brandstrup","Brandstrup: mentioned in 1 story","56.0763","9.80891","374","2","JFm_XII_64","123","123 - 1.02 - JFm_XII_64","175"
"196","Glentholm","Glentholm: mentioned in 1 story","56.0934","9.75345","374","2","JFm_XII_64","123","123 - 1.02 - JFm_XII_64","175"
"298","Hvidsminde","Hvidsminde: mentioned in 1 story","55.9215","9.70172","374","2","JFm_XII_64","123","123 - 1.02 - JFm_XII_64","175"
"504","Ry","Ry: mentioned in 3 stories","56.0916","9.76698","374","2","JFm_XII_64","123","123 - 1.02 - JFm_XII_64","175"
"","","","","","397","2","JAH_V_357","123","123 - 2.23 - JAH_V_357","175"
"","","","","","480","null","DS_V_359","544","544 - 0.00 - DS_V_359","912"
"520","Siem","Siem: mentioned in 1 story","56.0856","9.7868","374","2","JFm_XII_64","123","123 - 1.02 - JFm_XII_64","175"
"679","Urup","Urup: mentioned in 1 story","55.9497","9.77783","375","2","DS_IV_720","123","123 - 2.01 - DS_IV_720","175"
"691","Veng","Veng: mentioned in 3 stories","56.1128","9.88317","375","2","DS_IV_720","123","123 - 2.01 - DS_IV_720","175"
"","","","","","417","2","DS_III_528","123","123 - 3.14 - DS_III_528","175"
"","","","","","419","2","DS_III_1779","123","123 - 3.16 - DS_III_1779","175"
"582","Stadsgård","Stadsgård: mentioned in 1 story","56.504","9.94979","376","2","DS_V_607","123","123 - 2.02 - DS_V_607","175"
"19","Åkjær","Åkjær: mentioned in 2 stories","56.1089","9.86729","377","2","DS_I_959","123","123 - 2.03 - DS_I_959","175"
"","","","","","671","null","DS_I_960","281","281 - 0.00 - DS_I_960","369"
"615","Svejstrup","Svejstrup: mentioned in 12 stories","56.0714","9.83801","378","2","DS_V_1163","123","123 - 2.04 - DS_V_1163","175"
"","","","","","379","2","DS_V_822","123","123 - 2.05 - DS_V_822","175"
"","","","","","380","2","JAH_VI_639","123","123 - 2.06 - JAH_VI_639","175"
"","","","","","386","2","MA_II_424","123","123 - 2.12 - MA_II_424","175"
"","","","","","387","2","DS_V_872","123","123 - 2.13 - DS_V_872","175"
"","","","","","396","2","DS_I_1140","123","123 - 2.22 - DS_I_1140","175"
"","","","","","398","2","DS_III_870","123","123 - 2.24 - DS_III_870","175"
"","","","","","399","2","JAH_V_212","123","123 - 2.25 - JAH_V_212","175"
"","","","","","414","2","DS_III_222","123","123 - 3.11 - DS_III_222","175"
"","","","","","415","2","DS_III_340","123","123 - 3.12 - DS_III_340","175"
"","","","","","420","2","DS_III_1851","123","123 - 3.17 - DS_III_1851","175"
"","","","","","652","null","DS_V_1164","189","189 - 0.00 - DS_V_1164","59"
"161","Flensted","Flensted: mentioned in 3 stories","56.1521","9.78584","382","2","DS_V_1370","123","123 - 2.08 - DS_V_1370","175"
"","","","","","411","2","DS_VI_98","123","123 - 3.08 - DS_VI_98","175"
"","","","","","747","null","DS_III_2233","441","441 - 0.00 - DS_III_2233","914"
"595","Stilling sø","Stilling sø: mentioned in 1 story","56.0619","10.0109","383","2","DS_III_744","123","123 - 2.09 - DS_III_744","175"
"617","Svolbjærg","Svolbjærg: mentioned in 1 story","56.0487","10.0805","383","2","DS_III_744","123","123 - 2.09 - DS_III_744","175"
"522","Silkeborg","Silkeborg: mentioned in 2 stories","56.1712","9.54834","384","2","DS_III_2367","123","123 - 2.10 - DS_III_2367","175"
"","","","","","667","null","DS_I_1124","515","515 - 0.00 - DS_I_1124","820"
"22","Alken","Alken: mentioned in 2 stories","56.0536","9.84777","385","2","DS_I_767","123","123 - 2.11 - DS_I_767","175"
"","","","","","608","null","DS_II_A_91","352","352 - 0.00 - DS_II_A_91","740"
"110","Dakbjærg","Dakbjærg: mentioned in 3 stories","56.053","9.83623","385","2","DS_I_767","123","123 - 2.11 - DS_I_767","175"
"","","","","","425","2","DS_II_J_69","123","123 - 3.22 - DS_II_J_69","175"
"","","","","","554","null","DS_I_717","128","128 - 0.00 - DS_I_717","775"
"400","Månnes","Månnes: mentioned in 1 story","56.0509","9.83219","385","2","DS_I_767","123","123 - 2.11 - DS_I_767","175"
"651","Tørring","Tørring: mentioned in 2 stories","56.1126","9.75968","388","2","DS_I_830","123","123 - 2.14 - DS_I_830","175"
"","","","","","573","null","DS_V_1546","534","534 - 0.00 - DS_V_1546","807"
"362","Legårdslyst","Legårdslyst: mentioned in 1 story","56.045","9.88197","390","2","DS_IV_121","123","123 - 2.16 - DS_IV_121","175"
"418","Mossø","Mossø: mentioned in 4 stories","56.0418","9.77737","390","2","DS_IV_121","123","123 - 2.16 - DS_IV_121","175"
"","","","","","393","2","JAH_I_263","123","123 - 2.19 - JAH_I_263","175"
"","","","","","418","2","DS_II_G356","123","123 - 3.15 - DS_II_G356","175"
"","","","","","431","16","DSnr_IV_357","123","123 - 4.03 - DSnr_IV_357","175"
"441","Nygård","Nygård: mentioned in 1 story","55.9707","10.0607","391","2","DS_V_202","123","123 - 2.17 - DS_V_202","175"
"459","Østergård","Østergård: mentioned in 2 stories","56.0719","9.84456","396","2","DS_I_1140","123","123 - 2.22 - DS_I_1140","175"
"","","","","","420","2","DS_III_1851","123","123 - 3.17 - DS_III_1851","175"
"253","Hemstok","Hemstok: mentioned in 2 stories","56.0896","9.87427","401","2","JFm_XIII_36","123","123 - 2.27 - JFm_XIII_36","175"
"","","","","","832","null","DS_IV_1518","130","130 - 0.00 - DS_IV_1518","22"
"480","Ravnsø","Ravnsø: mentioned in 2 stories","56.1072","9.84324","401","2","JFm_XIII_36","123","123 - 2.27 - JFm_XIII_36","175"
"","","","","","419","2","DS_III_1779","123","123 - 3.16 - DS_III_1779","175"
"531","Skanderborg","Skanderborg: mentioned in 6 stories","56.039","9.9302","401","2","JFm_XIII_36","123","123 - 2.27 - JFm_XIII_36","175"
"","","","","","411","2","DS_VI_98","123","123 - 3.08 - DS_VI_98","175"
"","","","","","461","null","DS_V_482","329","329 - 0.00 - DS_V_482","756"
"","","","","","608","null","DS_II_A_91","352","352 - 0.00 - DS_II_A_91","740"
"","","","","","557","null","DS_V_513","68","68 - 0.00 - DS_V_513",""
"","","","","","791","null","DS_V_1545","382","382 - 0.00 - DS_V_1545","824"
"406","Mesing","Mesing: mentioned in 3 stories","56.0742","9.94138","402","2","FK_0_483","123","123 - 2.28 - FK_0_483","175"
"","","","","","403","2","Unpub_PJ_229","123","123 - 2.29 - Unpub_PJ_229","175"
"","","","","","430","16","FK_0_196","123","123 - 4.02 - FK_0_196","175"
"713","Vissing","Vissing: mentioned in 1 story","56.3662","10.0129","406","2","DS_I_1036","123","123 - 3.03 - DS_I_1036","175"
"412","Mollerup","Mollerup: mentioned in 2 stories","56.1561","9.72682","410","2","DS_II_B_13","123","123 - 3.07 - DS_II_B_13","175"
"","","","","","791","null","DS_V_1545","382","382 - 0.00 - DS_V_1545","824"
"541","Skjoldelev","Skjoldelev: mentioned in 1 story","56.2324","10.0132","412","2","DS_VII_169","123","123 - 3.09 - DS_VII_169","175"
"62","Blegind","Blegind: mentioned in 1 story","56.0699","10.0732","413","2","DS_IV_1075","123","123 - 3.10 - DS_IV_1075","175"
"67","Boes","Boes: mentioned in 2 stories","56.0545","9.79954","414","2","DS_III_222","123","123 - 3.11 - DS_III_222","175"
"","","","","","425","2","DS_II_J_69","123","123 - 3.22 - DS_II_J_69","175"
"693","Vengesø","Vengesø: mentioned in 1 story","56.1113","9.87599","417","2","DS_III_528","123","123 - 3.14 - DS_III_528","175"
"235","Hammel","Hammel: mentioned in 2 stories","56.259","9.85691","421","2","JAH_II_413","123","123 - 3.18 - JAH_II_413","175"
"","","","","","909","null","JAH_II_414","568","568 - 0.00 - JAH_II_414","436"
"929","Frisenborg","Frisenborg: mentioned in 3 stories","56.2642","9.89111","421","2","JAH_II_413","123","123 - 3.18 - JAH_II_413","175"
"","","","","","907","null","JAH_II_412","397","397 - 0.00 - JAH_II_412","853"
"","","","","","909","null","JAH_II_414","568","568 - 0.00 - JAH_II_414","436"
"192","Gjern","Gjern: mentioned in 1 story","56.2309","9.74116","422","2","DS_II_E_120","123","123 - 3.19 - DS_II_E_120","175"
"174","Fuldbro","Fuldbro: mentioned in 1 story","56.0262","9.83594","431","16","DSnr_IV_357","123","123 - 4.03 - DSnr_IV_357","175"
"201","Gravold","Gravold: mentioned in 1 story","56.1308","9.90973","431","16","DSnr_IV_357","123","123 - 4.03 - DSnr_IV_357","175"
"465","Pittersø","Pittersø: mentioned in 1 story","56.1263","9.89665","431","16","DSnr_IV_357","123","123 - 4.03 - DSnr_IV_357","175"
"562","Sofiendal","Sofiendal: mentioned in 1 story","56.1136","9.87999","431","16","DSnr_IV_357","123","123 - 4.03 - DSnr_IV_357","175"
"42","Baastrup mark","Baastrup mark: mentioned in 1 story","56.0021","9.94875","433","16","DSnr_IV_657","123","123 - 4.05 - DSnr_IV_657","175"
"94","Bremerholm","Bremerholm: mentioned in 1 story","55.6775","12.5842","433","16","DSnr_IV_657","123","123 - 4.05 - DSnr_IV_657","175"
"104","Bukballe","Bukballe: mentioned in 1 story","55.9931","9.947","433","16","DSnr_IV_657","123","123 - 4.05 - DSnr_IV_657","175"
"209","Grumstrup","Grumstrup: mentioned in 1 story","55.9649","9.98462","433","16","DSnr_IV_657","123","123 - 4.05 - DSnr_IV_657","175"
"251","Hede mølle","Hede mølle: mentioned in 1 story","55.9846","9.99664","433","16","DSnr_IV_657","123","123 - 4.05 - DSnr_IV_657","175"
"682","Vedslet","Vedslet: mentioned in 2 stories","55.9683","10.0079","433","16","DSnr_IV_657","123","123 - 4.05 - DSnr_IV_657","175"
"","","","","","871","null","DS_IV_1490","0","0 - 0.00 - DS_IV_1490","190"
"80","Boslunde","Boslunde: mentioned in 2 stories","55.3028","11.2721","863","null","DS_I_818","0","0 - 0.00 - DS_I_818",""
"","","","","","488","null","DS_II_B_29","524","524 - 0.00 - DS_II_B_29","840"
"538","Skjelskør","Skjelskør: mentioned in 1 story","55.2554","11.2955","863","null","DS_I_818","0","0 - 0.00 - DS_I_818",""
"452","Ørum","Ørum: mentioned in 1 story","56.4841","9.62445","862","null","DS_I_756","0","0 - 0.00 - DS_I_756","953"
"922","Tøndering","Tøndering: mentioned in 1 story","56.7389","8.98512","897","null","DS_II_J_306","0","0 - 0.00 - DS_II_J_306","310"
"83","Brædstrup","Brædstrup: mentioned in 1 story","55.9737","9.61434","868","null","DS_II_G_351","0","0 - 0.00 - DS_II_G_351","709"
"653","Torsbjærg","Torsbjærg: mentioned in 1 story","56.5322","9.35982","878","null","DS_V_1417","0","0 - 0.00 - DS_V_1417","725"
"725","Vorde kirke","Vorde kirke: mentioned in 1 story","56.5305","9.34046","878","null","DS_V_1417","0","0 - 0.00 - DS_V_1417","725"
"481","Regtrup","Regtrup: mentioned in 1 story","56.3679","10.2092","884","null","DS_VI_222","0","0 - 0.00 - DS_VI_222","734"
"379","Løgstør","Løgstør: mentioned in 1 story","56.9673","9.26375","892","null","DS_VII_591","0","0 - 0.00 - DS_VII_591","142"
"472","Randum","Randum: mentioned in 1 story","56.9034","9.23103","892","null","DS_VII_591","0","0 - 0.00 - DS_VII_591","142"
"324","Katrup mark","Katrup mark: mentioned in 1 story","55.9543","9.91849","888","null","DS_VII_268","0","0 - 0.00 - DS_VII_268","634"
"930","Kåstrup","Kåstrup: mentioned in 1 story","57.0269","8.73225","910","null","JAT_II_192","0","0 - 0.00 - JAT_II_192","930"
"886","Svendborg","Svendborg: mentioned in 1 story","55.0658","10.6229","861","null","DS_I_1358","0","0 - 0.00 - DS_I_1358","936"
"935","Tyrskind","Tyrskind: mentioned in 1 story","55.702","9.3831","864","null","DS_I_87","0","0 - 0.00 - DS_I_87","180"
"310","Jebjærg","Jebjærg: mentioned in 3 stories","56.6709","9.01475","869","null","DS_III_2252","0","0 - 0.00 - DS_III_2252","923"
"","","","","","780","null","DS_V_690","403","403 - 0.00 - DS_V_690","747"
"","","","","","721","null","DS_V_713","408","408 - 0.00 - DS_V_713","894"
"938","Hoved kro","Hoved kro: mentioned in 1 story","55.9451","9.9625","871","null","DS_IV_1490","0","0 - 0.00 - DS_IV_1490","190"
"135","Egholm","Egholm: mentioned in 1 story","56.8758","9.86603","872","null","DS_IV_151","0","0 - 0.00 - DS_IV_151",""
"941","Gjerlev","Gjerlev: mentioned in 1 story","56.5892","10.1309","874","null","DS_IV_1728","0","0 - 0.00 - DS_IV_1728","940"
"942","Gassum","Gassum: mentioned in 2 stories","56.5769","9.9986","874","null","DS_IV_1728","0","0 - 0.00 - DS_IV_1728","940"
"","","","","","748","null","DS_V_730","459","459 - 0.00 - DS_V_730","37"
"943","Hvedsten","Hvedsten: mentioned in 1 story","56.5574","10","874","null","DS_IV_1728","0","0 - 0.00 - DS_IV_1728","940"
"125","Drengshøj","Drengshøj: mentioned in 1 story","56.9642","8.67391","875","null","DS_IV_1778","0","0 - 0.00 - DS_IV_1778","310"
"166","Flovtrup","Flovtrup: mentioned in 1 story","56.7897","9.08006","875","null","DS_IV_1778","0","0 - 0.00 - DS_IV_1778","310"
"517","Selde","Selde: mentioned in 1 story","56.7822","9.04236","875","null","DS_IV_1778","0","0 - 0.00 - DS_IV_1778","310"
"203","Grenaa","Grenaa: mentioned in 1 story","56.4059","10.8912","879","null","DS_V_421","0","0 - 0.00 - DS_V_421","913"
"945","Bavnehøj-mølle","Bavnehøj-mølle: mentioned in 1 story","56.4237","10.8627","879","null","DS_V_421","0","0 - 0.00 - DS_V_421","913"
"204","Grindslev","Grindslev: mentioned in 1 story","56.6989","9.06921","880","null","DS_V_43","0","0 - 0.00 - DS_V_43","504"
"479","Ravnsbakke","Ravnsbakke: mentioned in 1 story","56.7013","9.07","880","null","DS_V_43","0","0 - 0.00 - DS_V_43","504"
"290","Hummelgård","Hummelgård: mentioned in 2 stories","55.7422","9.33834","881","null","DS_V_714","0","0 - 0.00 - DS_V_714","821"
"","","","","","527","null","DS_V_715","537","537 - 0.00 - DS_V_715","488"
"354","Krejbjærg","Krejbjærg: mentioned in 3 stories","56.6563","8.86731","881","null","DS_V_714","0","0 - 0.00 - DS_V_714","821"
"","","","","","800","null","DS_IV_1683","442","442 - 0.00 - DS_IV_1683","412"
"","","","","","527","null","DS_V_715","537","537 - 0.00 - DS_V_715","488"
"488","Rødding","Rødding: mentioned in 3 stories","56.6494","8.81116","881","null","DS_V_714","0","0 - 0.00 - DS_V_714","821"
"","","","","","800","null","DS_IV_1683","442","442 - 0.00 - DS_IV_1683","412"
"","","","","","570","null","DS_III_122","488","488 - 0.00 - DS_III_122","821"
"96","Brøndbyvester","Brøndbyvester: mentioned in 2 stories","55.6481","12.41","887","null","DS_VII_1418","0","0 - 0.00 - DS_VII_1418","946"
"","","","","","610","null","DS_VI_323","448","448 - 0.00 - DS_VI_323","816"
"949","Odense","Odense: mentioned in 4 stories","55.3986","10.3913","890","null","DS_VII_506","0","0 - 0.00 - DS_VII_506","504"
"","","","","","605","null","DS_IV_1566","352","352 - 0.00 - DS_IV_1566","740"
"","","","","","815","null","DS_V_1588","572","572 - 0.00 - DS_V_1588","951"
"","","","","","540","null","DS_II_D_45","512","512 - 0.00 - DS_II_D_45","789"
"948","Åsum","Åsum: mentioned in 1 story","55.4017","10.4644","890","null","DS_VII_506","0","0 - 0.00 - DS_VII_506","504"
"77","Borre","Borre: mentioned in 2 stories","54.9979","12.451","614","null","DS_II_D_8","322","322 - 0.00 - DS_II_D_8","77"
"","","","","","725","null","DS_V_1171","380","380 - 0.00 - DS_V_1171","77"
"560","Søbjærg","Søbjærg: mentioned in 1 story","55.012","12.4498","614","null","DS_II_D_8","322","322 - 0.00 - DS_II_D_8","77"
"960","Nandrup","Nandrup: mentioned in 1 story","56.8749","8.77026","744","null","DS_V_433","325","325 - 0.00 - DS_V_433","777"
"1039","Øster Velling","Øster Velling: mentioned in 1 story","56.4273","9.85285","624","null","DS_I_50","557","557 - 0.00 - DS_I_50","915"
"349","Kragelund","Kragelund: mentioned in 3 stories","56.1964","9.41047","900","null","DS_V_820","564","564 - 0.00 - DS_V_820","863"
"","","","","","544","null","DS_II_H_430","397","397 - 0.00 - DS_II_H_430","853"
"","","","","","831","null","DS_VII_176","130","130 - 0.00 - DS_VII_176","768"
"238","Handest","Handest: mentioned in 1 story","56.5697","9.82184","618","null","DS_VI_886","323","323 - 0.00 - DS_VI_886","835"
"599","Størtum","Størtum: mentioned in 1 story","55.0226","9.4361","472","null","DS_V_972","326","326 - 0.00 - DS_V_972","873"
"988","Øster Assels","Øster Assels: mentioned in 1 story","56.7008","8.69073","882","null","DS_V_744","574","574 - 0.00 - DS_V_744","488"
"824","Linå","Linå: mentioned in 1 story","56.1979","9.69543","558","null","DS_IV_1696","344","344 - 0.00 - DS_IV_1696","914"
"987","Tangågård","Tangågård: mentioned in 1 story","55.2197","10.7333","858","null","DS_IV_1249","328","328 - 0.00 - DS_IV_1249","900"
"998","Odder","Odder: mentioned in 1 story","55.9788","10.1506","461","null","DS_V_482","329","329 - 0.00 - DS_V_482","756"
"370","Limfjorden","Limfjorden: mentioned in 1 story","57.0603","9.91198","641","null","DS_VI_1251","331","331 - 0.00 - DS_VI_1251","846"
"635","Thisted","Thisted: mentioned in 2 stories","56.9608","8.69312","641","null","DS_VI_1251","331","331 - 0.00 - DS_VI_1251","846"
"","","","","","685","null","DS_IV_1680","462","462 - 0.00 - DS_IV_1680","865"
"1046","Vestervig","Vestervig: mentioned in 1 story","56.7572","8.31671","642","null","DS_VII_167","331","331 - 0.00 - DS_VII_167","846"
"50","Bedsted","Bedsted: mentioned in 3 stories","56.8096","8.40515","644","null","DS_VII_609","331","331 - 0.00 - DS_VII_609","846"
"","","","","","669","null","DS_IV_1447","360","360 - 0.00 - DS_IV_1447","246"
"","","","","","654","null","DS_I_593","504","504 - 0.00 - DS_I_593","872"
"211","Grurup","Grurup: mentioned in 1 story","56.7877","8.41823","644","null","DS_VII_609","331","331 - 0.00 - DS_VII_609","846"
"285","Hørup","Hørup: mentioned in 1 story","56.7568","8.42803","644","null","DS_VII_609","331","331 - 0.00 - DS_VII_609","846"
"1053","Klode mølle","Klode mølle: mentioned in 1 story","56.1692","9.35148","707","null","DS_IV_1510","332","332 - 0.00 - DS_IV_1510","422"
"1054","Røverstuen i Borris","Røverstuen i Borris: mentioned in 1 story","55.9589","8.65056","708","null","DS_IV_1512","332","332 - 0.00 - DS_IV_1512","422"
"367","Lild","Lild: mentioned in 1 story","57.1078","9.00233","769","null","DS_VII_145","333","333 - 0.00 - DS_VII_145","794"
"965","Varde","Varde: mentioned in 2 stories","55.6228","8.48299","509","null","DS_IV_1400","334","334 - 0.00 - DS_IV_1400","854"
"","","","","","770","null","DS_IV_1481","392","392 - 0.00 - DS_IV_1481","685"
"1009","Ringkjøbing","Ringkjøbing: mentioned in 1 story","56.087","8.2541","509","null","DS_IV_1400","334","334 - 0.00 - DS_IV_1400","854"
"1010","Lyne","Lyne: mentioned in 1 story","55.8017","8.49163","509","null","DS_IV_1400","334","334 - 0.00 - DS_IV_1400","854"
"621","Syvstykkehøjen","Syvstykkehøjen: mentioned in 1 story","54.8873","11.6737","520","null","DS_I_1098","335","335 - 0.00 - DS_I_1098","702"
"702","Viksnæs","Viksnæs: mentioned in 1 story","54.8912","11.6568","520","null","DS_I_1098","335","335 - 0.00 - DS_I_1098","702"
"963","Hårmark","Hårmark: mentioned in 1 story","55.8123","10.5564","767","null","DS_II_B_41","338","338 - 0.00 - DS_II_B_41","861"
"397","Madum","Madum: mentioned in 1 story","56.2418","8.28632","691","null","DS_II_E_115","337","337 - 0.00 - DS_II_E_115","902"
"931","Holmsland","Holmsland: mentioned in 1 story","56.1271","8.19015","692","null","DS_IV_1349","337","337 - 0.00 - DS_IV_1349","902"
"932","Søgård","Søgård: mentioned in 1 story","56.1389","8.19223","692","null","DS_IV_1349","337","337 - 0.00 - DS_IV_1349","902"
"470","Ramme","Ramme: mentioned in 3 stories","56.4906","8.21174","693","null","DS_VI_900","337","337 - 0.00 - DS_VI_900","902"
"","","","","","694","null","DS_VII_608","337","337 - 0.00 - DS_VII_608","902"
"","","","","","657","null","DS_VI_899","539","539 - 0.00 - DS_VI_899","214"
"113","Dalhus","Dalhus: mentioned in 1 story","55.4749","9.11498","766","null","DS_V_1422","339","339 - 0.00 - DS_V_1422","685"
"399","Malt","Malt: mentioned in 1 story","55.4727","9.06973","766","null","DS_V_1422","339","339 - 0.00 - DS_V_1422","685"
"685","Vejen","Vejen: mentioned in 1 story","55.4862","9.13998","766","null","DS_V_1422","339","339 - 0.00 - DS_V_1422","685"
"686","Vejen skov","Vejen skov: mentioned in 1 story","55.484","9.10534","766","null","DS_V_1422","339","339 - 0.00 - DS_V_1422","685"
"576","Sortholm","Sortholm: mentioned in 1 story","56.4835","9.57199","785","null","DS_II_G_317","340","340 - 0.00 - DS_II_G_317","540"
"169","Fovlumkjær","Fovlumkjær: mentioned in 1 story","56.498","9.58314","785","null","DS_II_G_317","340","340 - 0.00 - DS_II_G_317","540"
"195","Gjørringhøj","Gjørringhøj: mentioned in 1 story","56.5124","9.5516","785","null","DS_II_G_317","340","340 - 0.00 - DS_II_G_317","540"
"572","Sønderup","Sønderup: mentioned in 1 story","56.5112","9.56817","785","null","DS_II_G_317","340","340 - 0.00 - DS_II_G_317","540"
"680","Vammen","Vammen: mentioned in 2 stories","56.5345","9.57497","785","null","DS_II_G_317","340","340 - 0.00 - DS_II_G_317","540"
"","","","","","562","null","DS_IV_1478","59","59 - 0.00 - DS_IV_1478","811"
"464","Pirrup Krat","Pirrup Krat: mentioned in 1 story","57.1341","9.46386","787","null","DS_II_E_160","341","341 - 0.00 - DS_II_E_160","316"
"926","Søvind","Søvind: mentioned in 1 story","55.8935","10.0017","902","null","DS_VII_1612","565","565 - 0.00 - DS_VII_1612","954"
"996","Vester Alling","Vester Alling: mentioned in 1 story","56.4105","10.2755","457","null","DS_II_A_17","342","342 - 0.00 - DS_II_A_17","834"
"311","Jebjærg hede","Jebjærg hede: mentioned in 1 story","56.6687","9.0019","543","null","DS_V_1507","343","343 - 0.00 - DS_V_1507","248"
"947","Grinderslevkloster","Grinderslevkloster: mentioned in 1 story","56.6961","9.0696","889","null","DS_VII_304","570","570 - 0.00 - DS_VII_304","950"
"378","Liver å","Liver å: mentioned in 1 story","57.4694","9.9072","483","null","DS_II_D_48","346","346 - 0.00 - DS_II_D_48","190"
"647","Tornby","Tornby: mentioned in 1 story","57.5317","9.94578","483","null","DS_II_D_48","346","346 - 0.00 - DS_II_D_48","190"
"374","Linderumgårds mark","Linderumgårds mark: mentioned in 1 story","57.4374","10.1654","484","null","DS_IV_1594","346","346 - 0.00 - DS_IV_1594","190"
"989","Mølby","Mølby: mentioned in 1 story","55.2595","8.89943","893","null","DS_II_J_248","347","347 - 0.00 - DS_II_J_248","555"
"460","Øster Løgum","Øster Løgum: mentioned in 3 stories","55.1172","9.36115","733","null","DS_V_116","348","348 - 0.00 - DS_V_116","1"
"","","","","","475","null","DS_IV_1376","385","385 - 0.00 - DS_IV_1376","11"
"","","","","","476","null","DS_IV_1711","385","385 - 0.00 - DS_IV_1711","11"
"547","Skotrup","Skotrup: mentioned in 1 story","56.5227","9.70252","755","null","DS_I_1164","348","348 - 0.00 - DS_I_1164","1"
"513","Sandalsbjærg","Sandalsbjærg: mentioned in 1 story","57.2117","9.6764","756","null","DS_I_1340","348","348 - 0.00 - DS_I_1340","1"
"961","Hesselager","Hesselager: mentioned in 1 story","55.1717","10.7372","758","null","DS_II_A_132","348","348 - 0.00 - DS_II_A_132","1"
"962","Voergård","Voergård: mentioned in 1 story","57.2427","10.335","760","null","DS_II_B_141","348","348 - 0.00 - DS_II_B_141","1"
"921","Barmer","Barmer: mentioned in 1 story","56.9787","9.54011","895","null","DS_II_G_94","348","348 - 0.00 - DS_II_G_94","1"
"920","Sebber kloster","Sebber kloster: mentioned in 1 story","56.9626","9.53611","895","null","DS_II_G_94","348","348 - 0.00 - DS_II_G_94","1"
"111","Dalby","Dalby: mentioned in 1 story","55.4662","9.49367","763","null","DS_III_81","350","350 - 0.00 - DS_III_81","765"
"141","Elnebjærg","Elnebjærg: mentioned in 1 story","55.7617","11.811","763","null","DS_III_81","350","350 - 0.00 - DS_III_81","765"
"437","Nørre Vosborg","Nørre Vosborg: mentioned in 1 story","56.3303","8.33367","814","null","DS_IV_1588","351","351 - 0.00 - DS_IV_1588","877"
"1035","Båring","Båring: mentioned in 1 story","55.4803","9.90595","605","null","DS_IV_1566","352","352 - 0.00 - DS_IV_1566","740"
"985","Tøving","Tøving: mentioned in 1 story","56.8507","8.75559","853","null","DS_V_331","354","354 - 0.00 - DS_V_331","146"
"246","Hassing","Hassing: mentioned in 1 story","56.8271","8.44792","659","null","DS_VII_149","355","355 - 0.00 - DS_VII_149","291"
"1055","Voermark","Voermark: mentioned in 1 story","55.176","10.7465","709","null","DS_VII_1180","356","356 - 0.00 - DS_VII_1180","761"
"972","Tøjstrup","Tøjstrup: mentioned in 1 story","56.4584","10.3767","805","null","DS_II_A_131","357","357 - 0.00 - DS_II_A_131","753"
"257","Hesthave","Hesthave: mentioned in 1 story","57.5447","10.1284","737","null","DS_II_B_188","358","358 - 0.00 - DS_II_B_188","32"
"505","Ry skov","Ry skov: mentioned in 2 stories","56.0985","9.64925","625","null","DS_IV_1584","48","48 - 0.00 - DS_IV_1584","139"
"","","","","","788","null","DS_I_1356","382","382 - 0.00 - DS_I_1356","824"
"177","Fyn","Fyn: mentioned in 3 stories","55.3513","10.3903","620","null","DS_I_1354","359","359 - 0.00 - DS_I_1354","338"
"","","","","","650","null","DS_VI_478","372","372 - 0.00 - DS_VI_478","795"
"","","","","","840","null","DS_II_C_36","472","472 - 0.00 - DS_II_C_36","338"
"463","Pigshøj","Pigshøj: mentioned in 1 story","55.2455","9.916","620","null","DS_I_1354","359","359 - 0.00 - DS_I_1354","338"
"649","Torøhus","Torøhus: mentioned in 1 story","55.2453","9.89929","620","null","DS_I_1354","359","359 - 0.00 - DS_I_1354","338"
